dbc_Message,dbc_Signal,dbc_Sig_Receiver,dbc_InitialValue,dbc_Factor,dbc_Offset,dbc_Minimum,dbc_Maximum,dbc_Unit,dbc_ValueTable,dbc_Multiplex/Group,dbc_Startbit,dbc_Length [bit],dbc_ByteOrder,dbc_ValueType,dbc_GenSigCycleTime,dbc_GenSigSendType,dbc_FlexKomSigName(Packet Name),dbc_GenSigStartValue,dbc_GenSigSNA,Total length
NR_RL_Det_Container_01_04,NR_RL_Det_01_Range,NR_4,,0.012,0,0,195,Unit_Meter,,,0,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_RangeSD,NR_4,,0.016,0,0,0.992,Unit_Meter,,,14,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_RelSpeed,NR_4,,0.025,-130,-130,213,Unit_MeterPerSecon,,,20,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_RelSpeedSD,NR_4,,0.03125,0,0,0.9375,Unit_MeterPerSecon,,,34,5,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_AzimuthAngle,NR_4,,0.002,0,0,6.284,Unit_Radia,,,39,12,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_AzimuthAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,51,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_QualityAngle,NR_4,,1,0,0,3,Unit_None,,,57,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_ElevationAngle,NR_4,,0.0031,-0.3906,-0.3906,0.3906,Unit_Radia,,,59,8,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_ElevationAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,67,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_COInfo,NR_4,,1,0,0,3,Unit_None,,,79,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_RLevel,NR_4,,1,0,0,1,Unit_None,,,81,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_PInfo,NR_4,,1,0,0,1,Unit_None,,,82,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_SignalNoiseRatio,NR_4,,0.5,0,0,63,Unit_DeziBel,,,83,7,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_StatQuality,NR_4,,1,0,0,15,Unit_None,,,90,4,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_MatchingCounter,NR_4,,1,0,0,7,Unit_None,,,94,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_TargetAssocType,NR_4,,1,0,0,7,Unit_None,,,97,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_RaSpBePe,NR_4,,0.25,0,0,15,Unit_Meter,,,100,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_RaSpInFrOfPe,NR_4,,0.25,0,0,15,Unit_Meter,,,106,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_SpSp,NR_4,,0.05,0,0,15,Unit_MeterPerSecon,,,112,9,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_AngleSeperation,NR_4,,1,0,0,1,Unit_None,,,121,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_Range,NR_4,,0.012,0,0,195,Unit_Meter,,,123,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_RangeSD,NR_4,,0.016,0,0,0.992,Unit_Meter,,,137,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_RelSpeed,NR_4,,0.025,-130,-130,213,Unit_MeterPerSecon,,,143,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_RelSpeedSD,NR_4,,0.03125,0,0,0.9375,Unit_MeterPerSecon,,,157,5,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_AzimuthAngle,NR_4,,0.002,0,0,6.284,Unit_Radia,,,162,12,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_AzimuthAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,174,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_QualityAngle,NR_4,,1,0,0,3,Unit_None,,,180,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_ElevationAngle,NR_4,,0.0031,-0.3906,-0.3906,0.3906,Unit_Radia,,,182,8,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_ElevationAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,190,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_COInfo,NR_4,,1,0,0,3,Unit_None,,,202,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_RLevel,NR_4,,1,0,0,1,Unit_None,,,204,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_PInfo,NR_4,,1,0,0,1,Unit_None,,,205,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_SignalNoiseRatio,NR_4,,0.5,0,0,63,Unit_DeziBel,,,206,7,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_StatQuality,NR_4,,1,0,0,15,Unit_None,,,213,4,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_MatchingCounter,NR_4,,1,0,0,7,Unit_None,,,217,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_TargetAssocType,NR_4,,1,0,0,7,Unit_None,,,220,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_RaSpBePe,NR_4,,0.25,0,0,15,Unit_Meter,,,223,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_RaSpInFrOfPe,NR_4,,0.25,0,0,15,Unit_Meter,,,229,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_SpSp,NR_4,,0.05,0,0,15,Unit_MeterPerSecon,,,235,9,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_AngleSeperation,NR_4,,1,0,0,1,Unit_None,,,244,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_Range,NR_4,,0.012,0,0,195,Unit_Meter,,,246,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_RangeSD,NR_4,,0.016,0,0,0.992,Unit_Meter,,,260,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_RelSpeed,NR_4,,0.025,-130,-130,213,Unit_MeterPerSecon,,,266,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_RelSpeedSD,NR_4,,0.03125,0,0,0.9375,Unit_MeterPerSecon,,,280,5,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_AzimuthAngle,NR_4,,0.002,0,0,6.284,Unit_Radia,,,285,12,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_AzimuthAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,297,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_QualityAngle,NR_4,,1,0,0,3,Unit_None,,,303,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_ElevationAngle,NR_4,,0.0031,-0.3906,-0.3906,0.3906,Unit_Radia,,,305,8,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_ElevationAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,313,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_COInfo,NR_4,,1,0,0,3,Unit_None,,,325,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_RLevel,NR_4,,1,0,0,1,Unit_None,,,327,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_PInfo,NR_4,,1,0,0,1,Unit_None,,,328,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_SignalNoiseRatio,NR_4,,0.5,0,0,63,Unit_DeziBel,,,329,7,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_StatQuality,NR_4,,1,0,0,15,Unit_None,,,336,4,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_MatchingCounter,NR_4,,1,0,0,7,Unit_None,,,340,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_TargetAssocType,NR_4,,1,0,0,7,Unit_None,,,343,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_RaSpBePe,NR_4,,0.25,0,0,15,Unit_Meter,,,346,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_RaSpInFrOfPe,NR_4,,0.25,0,0,15,Unit_Meter,,,352,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_SpSp,NR_4,,0.05,0,0,15,Unit_MeterPerSecon,,,358,9,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_AngleSeperation,NR_4,,1,0,0,1,Unit_None,,,367,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_Range,NR_4,,0.012,0,0,195,Unit_Meter,,,369,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_RangeSD,NR_4,,0.016,0,0,0.992,Unit_Meter,,,383,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_RelSpeed,NR_4,,0.025,-130,-130,213,Unit_MeterPerSecon,,,389,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_RelSpeedSD,NR_4,,0.03125,0,0,0.9375,Unit_MeterPerSecon,,,403,5,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_AzimuthAngle,NR_4,,0.002,0,0,6.284,Unit_Radia,,,408,12,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_AzimuthAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,420,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_QualityAngle,NR_4,,1,0,0,3,Unit_None,,,426,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_ElevationAngle,NR_4,,0.0031,-0.3906,-0.3906,0.3906,Unit_Radia,,,428,8,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_ElevationAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,436,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_COInfo,NR_4,,1,0,0,3,Unit_None,,,448,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_RLevel,NR_4,,1,0,0,1,Unit_None,,,450,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_PInfo,NR_4,,1,0,0,1,Unit_None,,,451,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_SignalNoiseRatio,NR_4,,0.5,0,0,63,Unit_DeziBel,,,452,7,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_StatQuality,NR_4,,1,0,0,15,Unit_None,,,459,4,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_MatchingCounter,NR_4,,1,0,0,7,Unit_None,,,463,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_TargetAssocType,NR_4,,1,0,0,7,Unit_None,,,466,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_RaSpBePe,NR_4,,0.25,0,0,15,Unit_Meter,,,469,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_RaSpInFrOfPe,NR_4,,0.25,0,0,15,Unit_Meter,,,475,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_SpSp,NR_4,,0.05,0,0,15,Unit_MeterPerSecon,,,481,9,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_AngleSeperation,NR_4,,1,0,0,1,Unit_None,,,490,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_RCS,NR_4,,1,-33,-33,30,Unit_DeziBel,,,73,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_01_PotSpPeInfo,NR_4,,1,0,0,1,Unit_None,,,122,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_RCS,NR_4,,1,-33,-33,30,Unit_DeziBel,,,196,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_02_PotSpPeInfo,NR_4,,1,0,0,1,Unit_None,,,245,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_RCS,NR_4,,1,-33,-33,30,Unit_DeziBel,,,319,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_03_PotSpPeInfo,NR_4,,1,0,0,1,Unit_None,,,368,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_RCS,NR_4,,1,-33,-33,30,Unit_DeziBel,,,442,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_01_04,NR_RL_Det_04_PotSpPeInfo,NR_4,,1,0,0,1,Unit_None,,,491,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_Range,NR_4,,0.012,0,0,195,Unit_Meter,,,0,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_RangeSD,NR_4,,0.016,0,0,0.992,Unit_Meter,,,14,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_RelSpeed,NR_4,,0.025,-130,-130,213,Unit_MeterPerSecon,,,20,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_RelSpeedSD,NR_4,,0.03125,0,0,0.9375,Unit_MeterPerSecon,,,34,5,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_AzimuthAngle,NR_4,,0.002,0,0,6.284,Unit_Radia,,,39,12,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_AzimuthAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,51,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_QualityAngle,NR_4,,1,0,0,3,Unit_None,,,57,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_ElevationAngle,NR_4,,0.0031,-0.3906,-0.3906,0.3906,Unit_Radia,,,59,8,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_ElevationAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,67,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_COInfo,NR_4,,1,0,0,3,Unit_None,,,79,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_RLevel,NR_4,,1,0,0,1,Unit_None,,,81,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_PInfo,NR_4,,1,0,0,1,Unit_None,,,82,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_SignalNoiseRatio,NR_4,,0.5,0,0,63,Unit_DeziBel,,,83,7,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_StatQuality,NR_4,,1,0,0,15,Unit_None,,,90,4,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_MatchingCounter,NR_4,,1,0,0,7,Unit_None,,,94,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_TargetAssocType,NR_4,,1,0,0,7,Unit_None,,,97,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_RaSpBePe,NR_4,,0.25,0,0,15,Unit_Meter,,,100,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_RaSpInFrOfPe,NR_4,,0.25,0,0,15,Unit_Meter,,,106,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_SpSp,NR_4,,0.05,0,0,15,Unit_MeterPerSecon,,,112,9,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_05_AngleSeperation,NR_4,,1,0,0,1,Unit_None,,,121,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_Range,NR_4,,0.012,0,0,195,Unit_Meter,,,123,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_RangeSD,NR_4,,0.016,0,0,0.992,Unit_Meter,,,137,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_RelSpeed,NR_4,,0.025,-130,-130,213,Unit_MeterPerSecon,,,143,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_RelSpeedSD,NR_4,,0.03125,0,0,0.9375,Unit_MeterPerSecon,,,157,5,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_AzimuthAngle,NR_4,,0.002,0,0,6.284,Unit_Radia,,,162,12,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_AzimuthAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,174,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_QualityAngle,NR_4,,1,0,0,3,Unit_None,,,180,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_ElevationAngle,NR_4,,0.0031,-0.3906,-0.3906,0.3906,Unit_Radia,,,182,8,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_ElevationAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,190,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_COInfo,NR_4,,1,0,0,3,Unit_None,,,202,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_RLevel,NR_4,,1,0,0,1,Unit_None,,,204,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_PInfo,NR_4,,1,0,0,1,Unit_None,,,205,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_SignalNoiseRatio,NR_4,,0.5,0,0,63,Unit_DeziBel,,,206,7,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_StatQuality,NR_4,,1,0,0,15,Unit_None,,,213,4,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_MatchingCounter,NR_4,,1,0,0,7,Unit_None,,,217,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_TargetAssocType,NR_4,,1,0,0,7,Unit_None,,,220,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_RaSpBePe,NR_4,,0.25,0,0,15,Unit_Meter,,,223,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_RaSpInFrOfPe,NR_4,,0.25,0,0,15,Unit_Meter,,,229,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_SpSp,NR_4,,0.05,0,0,15,Unit_MeterPerSecon,,,235,9,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_06_AngleSeperation,NR_4,,1,0,0,1,Unit_None,,,244,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_Range,NR_4,,0.012,0,0,195,Unit_Meter,,,246,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_RangeSD,NR_4,,0.016,0,0,0.992,Unit_Meter,,,260,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_RelSpeed,NR_4,,0.025,-130,-130,213,Unit_MeterPerSecon,,,266,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_RelSpeedSD,NR_4,,0.03125,0,0,0.9375,Unit_MeterPerSecon,,,280,5,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_AzimuthAngle,NR_4,,0.002,0,0,6.284,Unit_Radia,,,285,12,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_AzimuthAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,297,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_QualityAngle,NR_4,,1,0,0,3,Unit_None,,,303,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_ElevationAngle,NR_4,,0.0031,-0.3906,-0.3906,0.3906,Unit_Radia,,,305,8,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_ElevationAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,313,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_COInfo,NR_4,,1,0,0,3,Unit_None,,,325,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_RLevel,NR_4,,1,0,0,1,Unit_None,,,327,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_PInfo,NR_4,,1,0,0,1,Unit_None,,,328,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_SignalNoiseRatio,NR_4,,0.5,0,0,63,Unit_DeziBel,,,329,7,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_StatQuality,NR_4,,1,0,0,15,Unit_None,,,336,4,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_MatchingCounter,NR_4,,1,0,0,7,Unit_None,,,340,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_TargetAssocType,NR_4,,1,0,0,7,Unit_None,,,343,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_RaSpBePe,NR_4,,0.25,0,0,15,Unit_Meter,,,346,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_RaSpInFrOfPe,NR_4,,0.25,0,0,15,Unit_Meter,,,352,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_SpSp,NR_4,,0.05,0,0,15,Unit_MeterPerSecon,,,358,9,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_07_AngleSeperation,NR_4,,1,0,0,1,Unit_None,,,367,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_Range,NR_4,,0.012,0,0,195,Unit_Meter,,,369,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_RangeSD,NR_4,,0.016,0,0,0.992,Unit_Meter,,,383,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_RelSpeed,NR_4,,0.025,-130,-130,213,Unit_MeterPerSecon,,,389,14,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_RelSpeedSD,NR_4,,0.03125,0,0,0.9375,Unit_MeterPerSecon,,,403,5,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_AzimuthAngle,NR_4,,0.002,0,0,6.284,Unit_Radia,,,408,12,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_AzimuthAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,420,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_QualityAngle,NR_4,,1,0,0,3,Unit_None,,,426,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_ElevationAngle,NR_4,,0.0031,-0.3906,-0.3906,0.3906,Unit_Radia,,,428,8,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_ElevationAngleSD,NR_4,,0.0035,0,0,0.1995,Unit_Radia,,,436,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_COInfo,NR_4,,1,0,0,3,Unit_None,,,448,2,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_RLevel,NR_4,,1,0,0,1,Unit_None,,,450,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_PInfo,NR_4,,1,0,0,1,Unit_None,,,451,1,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_SignalNoiseRatio,NR_4,,0.5,0,0,63,Unit_DeziBel,,,452,7,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_StatQuality,NR_4,,1,0,0,15,Unit_None,,,459,4,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_MatchingCounter,NR_4,,1,0,0,7,Unit_None,,,463,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_TargetAssocType,NR_4,,1,0,0,7,Unit_None,,,466,3,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_RaSpBePe,NR_4,,0.25,0,0,15,Unit_Meter,,,469,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_RaSpInFrOfPe,NR_4,,0.25,0,0,15,Unit_Meter,,,475,6,Intel,Unsigned,,,,,,512
NR_RL_Det_Container_05_08,NR_RL_Det_08_SpSp,NR_4,,0.05,0,0,15,Unit_MeterPerSecon,,,481,9,Intel,Unsigned,,,,,,512
